target_name,split,model,fold,n_train,n_test,log_mae,log_rmse,log_r2,seconds_mae,seconds_rmse,seconds_r2
gpu_fp64,random_5fold,median_log,4,13,3,0.24859964437081317,0.3975037954708866,-0.3849417787422098,0.3598382863322816,0.5893779397377978,-0.4185248178366834
gpu_fp64,random_5fold,ridge,4,13,3,0.07822361244624915,0.09974841675790895,0.9127910657198376,0.12255221449842814,0.1812400449395509,0.8658602451762503
gpu_fp64,random_5fold,hgb,4,13,3,0.28956645643327067,0.34871480536487864,-0.06583439297538196,0.40482815861641736,0.5283612288562135,-0.14001632115524854
gpu_fp64,family_held_out,median_log,0,12,4,0.12184347127533711,0.2201999298885383,-0.2831255089542264,0.15298949599946352,0.2820459004559292,-0.29362053128926724
gpu_fp64,family_held_out,ridge,0,12,4,0.07093855427374136,0.07432369699702197,0.8538195163264071,0.027114557556297547,0.03949658365602745,0.9746319911543294
gpu_fp64,family_held_out,hgb,0,12,4,0.1992158553763515,0.20415660109744543,-0.10296476739971094,0.23935561764834823,0.2529153391563003,-0.04020193214448109
gpu_fp64,family_held_out,median_log,1,12,4,0.23370733478565717,0.42632453235582574,-0.35999447561620723,0.36301438224973015,0.6831642944396504,-0.35176371573885357
gpu_fp64,family_held_out,ridge,1,12,4,0.12753829326358745,0.1357854557762634,0.862036880939931,0.1920997537676948,0.2364704595264851,0.8380413098480801
gpu_fp64,family_held_out,hgb,1,12,4,0.2714543988073705,0.3760943775535425,-0.05840084393364786,0.40519909692454115,0.6226678656862873,-0.12295763434493123
gpu_fp64,family_held_out,median_log,2,12,4,0.12417622459418348,0.22409790027950346,-0.30485663845731836,0.156180801499886,0.2876089013827309,-0.31144459131181557
gpu_fp64,family_held_out,ridge,2,12,4,0.060504893635234695,0.08491282028316098,0.8126586022835569,0.08305657359085623,0.14114617286157932,0.6841480854468658
gpu_fp64,family_held_out,hgb,2,12,4,0.19889081549635373,0.20480811871502644,-0.08988722310869002,0.23972212590524938,0.2551674156953533,-0.03227576238745633
gpu_fp64,family_held_out,median_log,3,12,4,0.19294685481531818,0.3510029551998363,-0.34135741614644033,0.27667530224971415,0.5173224831346386,-0.3401692537373908
gpu_fp64,family_held_out,ridge,3,12,4,0.05299445475469647,0.07802959334101625,0.9337109712368548,0.08203888467449502,0.14525345217371954,0.8943450451383331
gpu_fp64,family_held_out,hgb,3,12,4,0.24530622591709306,0.3048420256126378,-0.011748679870093648,0.3351598186338852,0.458503622101148,-0.0527432968858903
gpu_fp64,width_held_out,median_log,0,12,4,0.04525410341378025,0.045255538458517035,-15767.238728750452,0.04637072182071758,0.04637212685789336,-16501.349612650483
gpu_fp64,width_held_out,ridge,0,12,4,0.09710162756893907,0.10489380310224126,-84709.91580102776,0.00166538775010845,0.0017040608875251093,-21.28445257490854
gpu_fp64,width_held_out,hgb,0,12,4,0.22544283483046768,0.22544312289751206,-391302.46793436195,0.2532984685639937,0.25329872578442764,-492376.0061321251
gpu_fp64,width_held_out,median_log,1,12,4,0.04342679390332667,0.04343969638181986,-1682.6357682055743,0.044538198570303625,0.044550870230093784,-1757.144067116744
gpu_fp64,width_held_out,ridge,1,12,4,0.05188200222766914,0.05962958646617998,-3171.474765782553,0.04042901224583706,0.05884552475089487,-3066.3897079425087
gpu_fp64,width_held_out,hgb,1,12,4,0.2230064221498629,0.22300893505217578,-44372.03240347036,0.2507017756029963,0.2507040270854578,-55674.57312034474
gpu_fp64,width_held_out,median_log,2,12,4,0.04624321190995821,0.049206444106892434,-7.56059423773374,0.0476394357518155,0.05082667596469859,-7.231553994083603
gpu_fp64,width_held_out,ridge,2,12,4,0.10357367145654245,0.11892932238318717,-49.007810181393815,0.11786218184575285,0.13768560420580833,-59.40536107258693
gpu_fp64,width_held_out,hgb,2,12,4,0.1614622734177819,0.16233577926980233,-92.17265021297636,0.1839988285740534,0.18484967965212437,-107.87691825745704
gpu_fp64,width_held_out,median_log,3,12,4,0.6247735647718791,0.6484477041753104,-12.949923581653797,0.8995599365014719,0.9600829260619169,-7.189692076018423
gpu_fp64,width_held_out,ridge,3,12,4,0.1568501770263185,0.16565153193437718,0.0896407115405925,0.2987758633957635,0.3253125466772688,0.05973188898392956
gpu_fp64,width_held_out,hgb,3,12,4,0.6099115303981125,0.6341407515095031,-12.341149181426273,0.8845358256633981,0.9460204926105508,-6.951538547293036
