status,source,runtime_semantics,target_name,observation_unit,family,circuit_variant,num_qubits,logical_depth,logical_total_gate_count,logical_two_qubit_gate_count,circuit_seed,candidate_plan,candidate_plan_source,operand_count,memory_limit,precision,path_optimization_s,pre_run_runtime_est_s,pre_run_flop_count,pre_run_largest_intermediate_elements,pre_run_num_slices,first_contract_gpu_s,contract_gpu_median_s,contract_gpu_min_s,contract_gpu_max_s,scalar_real,scalar_imag,gpu_name,gpu_compute_capability
ok,cutensornet,T_sim_contract: local GPU tensor-network scalar contraction,contract_gpu_median_s,one fixed tensor network under one explicit candidate contraction plan,random_brickwork,layers_8,12,24,236,44,42,right_fold,explicit deterministic einsum path,260,70%,complex64,0.030640033000054245,,4612088.0,4096.0,1,0.0011603200435638427,0.0009892479777336121,0.000988960027694702,0.000993824005126953,0.018482405692338943,-0.0027926587499678135,NVIDIA GeForce RTX 5070 Ti,12.0
ok,cutensornet,T_sim_contract: local GPU tensor-network scalar contraction,contract_gpu_median_s,one fixed tensor network under one explicit candidate contraction plan,qft,full,8,15,36,28,42,native_time_tuned,cuTensorNet TIME_TUNED,52,70%,complex64,0.01374008800030424,0.00051000876525,7744.0,64.0,1,0.000280703991651535,0.000111455999314785,0.00010787200182676315,0.00012041600048542022,0.062499988824129105,0.0,NVIDIA GeForce RTX 5070 Ti,12.0
ok,cutensornet,T_sim_contract: local GPU tensor-network scalar contraction,contract_gpu_median_s,one fixed tensor network under one explicit candidate contraction plan,qft,full,8,15,36,28,42,left_fold,explicit deterministic einsum path,52,70%,complex64,0.007466844000191486,,27194208.0,65536.0,1,0.000651423990726471,0.00018726399540901185,0.00016156800091266633,0.00019145600497722626,0.062499985098838806,0.0,NVIDIA GeForce RTX 5070 Ti,12.0
ok,cutensornet,T_sim_contract: local GPU tensor-network scalar contraction,contract_gpu_median_s,one fixed tensor network under one explicit candidate contraction plan,qft,full,8,15,36,28,42,right_fold,explicit deterministic einsum path,52,70%,complex64,0.005099994999909541,,67064.0,256.0,1,0.0002635839879512787,0.00012080000340938568,0.000118367999792099,0.00012483199685811997,0.0624999925494194,0.0,NVIDIA GeForce RTX 5070 Ti,12.0
ok,cutensornet,T_sim_contract: local GPU tensor-network scalar contraction,contract_gpu_median_s,one fixed tensor network under one explicit candidate contraction plan,qft,full,10,19,55,45,42,native_time_tuned,cuTensorNet TIME_TUNED,75,70%,complex64,0.021827242000199476,0.00074002400125,31120.0,256.0,1,0.00042796799540519714,0.000155008003115654,0.0001536320000886917,0.0001586879938840866,0.031249990686774254,0.0,NVIDIA GeForce RTX 5070 Ti,12.0
ok,cutensornet,T_sim_contract: local GPU tensor-network scalar contraction,contract_gpu_median_s,one fixed tensor network under one explicit candidate contraction plan,qft,full,10,19,55,45,42,left_fold,explicit deterministic einsum path,75,70%,complex64,0.011378548999800842,,261769140.0,262144.0,1,0.0005937280058860778,0.0003110080063343048,0.00030579200387001037,0.00032172799110412597,0.031249990686774254,0.0,NVIDIA GeForce RTX 5070 Ti,12.0
ok,cutensornet,T_sim_contract: local GPU tensor-network scalar contraction,contract_gpu_median_s,one fixed tensor network under one explicit candidate contraction plan,qft,full,10,19,55,45,42,right_fold,explicit deterministic einsum path,75,70%,complex64,0.007491080999898259,,415736.0,1024.0,1,0.0003576320111751556,0.000215488001704216,0.00021401600539684294,0.00021833600103855134,0.0312499962747097,0.0,NVIDIA GeForce RTX 5070 Ti,12.0
ok,cutensornet,T_sim_contract: local GPU tensor-network scalar contraction,contract_gpu_median_s,one fixed tensor network under one explicit candidate contraction plan,qft,full,12,23,78,66,42,native_time_tuned,cuTensorNet TIME_TUNED,102,70%,complex64,0.036997256000177,0.00101006534125,137792.0,1024.0,1,0.0005324159860610962,0.00021939200162887572,0.00021670399606227875,0.00022204799950122832,0.015624996274709702,0.0,NVIDIA GeForce RTX 5070 Ti,12.0
ok,cutensornet,T_sim_contract: local GPU tensor-network scalar contraction,contract_gpu_median_s,one fixed tensor network under one explicit candidate contraction plan,qft,full,12,23,78,66,42,left_fold,explicit deterministic einsum path,102,70%,complex64,0.01416514799984725,,107434397440.0,16777216.0,1,0.026946239471435547,0.02668988800048828,0.02667510414123535,0.026730592727661134,0.015624993480741978,0.0,NVIDIA GeForce RTX 5070 Ti,12.0
ok,cutensornet,T_sim_contract: local GPU tensor-network scalar contraction,contract_gpu_median_s,one fixed tensor network under one explicit candidate contraction plan,qft,full,12,23,78,66,42,right_fold,explicit deterministic einsum path,102,70%,complex64,0.010971380000228237,,2383864.0,4096.0,1,0.0005063999891281128,0.00029766398668289184,0.0002948800027370453,0.0003020159900188446,0.01562499813735485,0.0,NVIDIA GeForce RTX 5070 Ti,12.0
