split,fold,family,circuit_variant,family_depth_multiplier,num_qubits,circuit_seed,actual_safe_complex64,predicted_safe_probability,selected_precision,relative_scalar_difference,selected_seconds
circuit_group_5fold,3,random_brickwork,layers_8,1.0,12.0,42,True,0.5193169490919991,complex128,4.75594498931929e-08,0.0016889599561691283
circuit_group_5fold,2,random_brickwork,layers_8,1.0,16.0,42,True,0.2995658175321206,complex128,4.757080736090146e-07,0.0022582080364227297
circuit_group_5fold,1,random_brickwork,layers_8,1.0,20.0,42,False,0.5533881138203468,complex128,9.022482436670435e-07,0.002829535961151123
circuit_group_5fold,2,qft,full,1.0,8.0,42,True,0.6488375582637238,complex128,1.7881393366003817e-07,0.0003481279909610748
circuit_group_5fold,2,qft,full,1.0,12.0,42,True,0.5294125739803115,complex128,2.3841857810236202e-07,0.0008140159845352173
circuit_group_5fold,4,qft,full,1.0,16.0,42,True,0.30828724727697127,complex128,4.7683715698188026e-07,0.0018152639865875245
circuit_group_5fold,3,qft,full,1.0,20.0,42,False,0.5413089629759824,complex128,5.364418012021597e-07,0.0032275838851928713
circuit_group_5fold,3,ghz,chain,1.0,8.0,137,True,0.9041825313256241,complex64,1.7114270947149224e-08,6.71679973602295e-05
circuit_group_5fold,1,ghz,chain,1.0,12.0,137,True,0.9973390544772189,complex64,1.7114270947149224e-08,9.139200299978256e-05
circuit_group_5fold,0,ghz,chain,1.0,16.0,137,True,0.9519335720565849,complex64,1.7114270947149224e-08,0.00010592000186443329
circuit_group_5fold,4,ghz,chain,1.0,20.0,137,True,0.7863887126383883,complex128,1.7114270947149224e-08,0.0003969919979572296
circuit_group_5fold,1,hea,layers_4,1.0,8.0,137,False,0.8857293110307175,complex64,8.823523001129403e-07,0.0001865919977426529
circuit_group_5fold,1,hea,layers_8,2.0,8.0,137,True,0.4820215298294201,complex128,1.6421825716612714e-07,0.00112009596824646
circuit_group_5fold,3,hea,layers_4,1.0,12.0,137,True,0.5608248660843185,complex128,2.575715153812633e-07,0.0009213759899139404
circuit_group_5fold,3,hea,layers_8,2.0,12.0,137,True,0.3781387816192521,complex128,1.9927706687431299e-07,0.0016902400255203248
circuit_group_5fold,4,hea,layers_4,1.0,16.0,137,True,0.6274154743095681,complex128,4.6492174407904526e-07,0.0012305279970169067
circuit_group_5fold,4,hea,layers_8,2.0,16.0,137,False,0.6648950522532668,complex128,2.245021552519519e-06,0.0022601919174194338
circuit_group_5fold,0,hea,layers_4,1.0,20.0,137,False,0.622518705642703,complex128,5.950704182886217e-07,0.0015386879444122315
circuit_group_5fold,0,hea,layers_8,2.0,20.0,137,False,0.29585079938206793,complex128,1.0827239347305403e-06,0.002834239959716797
circuit_group_5fold,2,qaoa_cycle,p_3,1.0,8.0,137,False,0.4372781249341859,complex128,7.173722014020719e-07,0.0004761280119419098
circuit_group_5fold,2,qaoa_cycle,p_6,2.0,8.0,137,False,0.12784327897428238,complex128,1.5231552792273152e-06,0.0010206400156021118
circuit_group_5fold,4,qaoa_cycle,p_3,1.0,12.0,137,False,0.11500362820384438,complex128,8.408117964061954e-07,0.0007109439969062805
circuit_group_5fold,4,qaoa_cycle,p_6,2.0,12.0,137,False,0.0664049487423945,complex128,5.4712603836075145e-06,0.0018416320085525512
circuit_group_5fold,0,qaoa_cycle,p_3,1.0,16.0,137,False,0.0806242836523606,complex128,1.9356137762569014e-06,0.0009439359903335572
circuit_group_5fold,0,qaoa_cycle,p_6,2.0,16.0,137,False,0.0563870886011761,complex128,8.635493020647486e-07,0.001991104006767273
circuit_group_5fold,1,qaoa_cycle,p_3,1.0,20.0,137,False,0.06755818565238898,complex128,1.803382984211388e-06,0.001176416039466858
circuit_group_5fold,1,qaoa_cycle,p_6,2.0,20.0,137,False,0.045672132899762234,complex128,4.7501859576787695e-06,0.0028339519500732422
circuit_group_5fold,0,random_brickwork,layers_8,1.0,8.0,137,True,0.6140760174829033,complex128,2.557836323096331e-07,0.00111900794506073
circuit_group_5fold,0,random_brickwork,layers_16,2.0,8.0,137,False,0.2101790897935526,complex128,7.526991404183562e-07,0.0022095038890838623
circuit_group_5fold,3,random_brickwork,layers_8,1.0,12.0,137,False,0.5452127611106627,complex128,7.468451428519191e-07,0.0016902079582214356
circuit_group_5fold,3,random_brickwork,layers_16,2.0,12.0,137,False,0.11195855785908405,complex128,5.271669700280333e-07,0.0038290879726409913
circuit_group_5fold,2,random_brickwork,layers_8,1.0,16.0,137,True,0.2221098091012669,complex128,4.3774365733636454e-07,0.0022585279941558837
circuit_group_5fold,2,random_brickwork,layers_16,2.0,16.0,137,False,0.05794957091775433,complex128,7.420944371737088e-07,0.005210400104522705
circuit_group_5fold,1,random_brickwork,layers_8,1.0,20.0,137,False,0.4640427965712554,complex128,5.257737385137403e-07,0.0028286080360412596
