compiler,architecture,device_label,circuit,logical_width,allocated_width,depth,total_ops,one_qubit_ops,two_qubit_ops,estimated_execution_seconds
tket_proxy,heron,ibm_marrakesh,vqe16,16,156,86,248,233,15,1.739999999999999e-06
tket_proxy,heron,ibm_marrakesh,vqe4,4,156,26,56,53,3,4.919999999999999e-07
tket_proxy,heron,ibm_marrakesh,vqe8,8,156,46,120,113,7,9.079999999999997e-07
tket_proxy,heron,ibm_kingston,hamilsim16,16,156,110,198,183,15,2.044000000000001e-06
tket_proxy,heron,ibm_kingston,hamilsim32,32,156,222,406,375,31,4.155999999999997e-06
tket_proxy,heron,ibm_kingston,hamilsim4,4,156,26,42,39,3,4.600000000000001e-07
tket_proxy,heron,ibm_kingston,hamilsim8,8,156,54,94,87,7,9.880000000000001e-07
tket_proxy,heron,ibm_kingston,qaoa16,16,156,2662,8896,7717,1179,6.081200000000078e-05
tket_proxy,heron,ibm_kingston,qaoa4,4,156,113,154,138,16,2.208e-06
tket_proxy,heron,ibm_kingston,qaoa8,8,156,491,1087,954,133,1.091600000000002e-05
tket_proxy,heron,ibm_kingston,qft16,16,156,1755,6346,5580,766,3.896400000000012e-05
tket_proxy,heron,ibm_kingston,qft32,32,156,4580,24263,21462,2801,0.0001020080000000021
tket_proxy,heron,ibm_kingston,qft4,4,156,97,155,137,18,2.056000000000001e-06
tket_proxy,heron,ibm_kingston,qft64,64,156,9630,72086,63671,8415,0.0002169599999999781
tket_proxy,heron,ibm_kingston,qft8,8,156,453,1119,990,129,9.912000000000015e-06
tket_proxy,heron,ibm_kingston,vqe16,16,156,86,248,233,15,1.660000000000001e-06
tket_proxy,heron,ibm_kingston,vqe4,4,156,26,56,53,3,4.600000000000001e-07
tket_proxy,heron,ibm_kingston,vqe8,8,156,46,120,113,7,8.599999999999999e-07
tket_proxy,heron,ibm_aachen,hamilsim16,16,156,110,198,183,15,2.056000000000001e-06
tket_proxy,heron,ibm_aachen,hamilsim32,32,156,222,406,375,31,4.307999999999997e-06
tket_proxy,heron,ibm_aachen,hamilsim4,4,156,26,42,39,3,4.600000000000001e-07
tket_proxy,heron,ibm_aachen,hamilsim8,8,156,54,94,87,7,1e-06
tket_proxy,heron,ibm_aachen,qaoa16,16,156,2662,8896,7717,1179,6.081200000000078e-05
tket_proxy,heron,ibm_aachen,qaoa4,4,156,113,154,138,16,2.208e-06
tket_proxy,heron,ibm_aachen,qaoa8,8,156,491,1087,954,133,1.091600000000002e-05
tket_proxy,heron,ibm_aachen,qft16,16,156,1755,6346,5580,766,3.885600000000012e-05
tket_proxy,heron,ibm_aachen,qft32,32,156,4580,24263,21462,2801,0.0001057040000000023
tket_proxy,heron,ibm_aachen,qft4,4,156,97,155,137,18,2.056000000000001e-06
tket_proxy,heron,ibm_aachen,qft64,64,156,9630,72086,63671,8415,0.0002408879999999765
tket_proxy,heron,ibm_aachen,qft8,8,156,453,1119,990,129,9.912000000000015e-06
tket_proxy,heron,ibm_aachen,vqe16,16,156,86,248,233,15,1.672000000000001e-06
tket_proxy,heron,ibm_aachen,vqe4,4,156,26,56,53,3,4.600000000000001e-07
tket_proxy,heron,ibm_aachen,vqe8,8,156,46,120,113,7,8.719999999999999e-07
