timestamp_utc,family,size,framework,mode,batch_size,num_qubits,depth,total_gate_count,two_qubit_gate_count,two_qubit_gate_density,parameter_count,measurement_type,measurement_count,entanglement_class,entanglement_pattern_class,gate_histogram,parity_checked,parity_passed,parity_mode,parity_fidelity,parity_state_max_abs_diff,parity_probability_max_abs_diff,parity_expectation_max_abs_diff,parity_error,iters,warmup,repeats,prepare_ms,parity_ms,timed_stage_ms,mean_wall_ms,std_wall_ms,repeat_samples_ms,mean_kernel_ms,peak_vram_mb,vram_delta_peak_mb,vram_monitor_available,vram_monitor_reason,mean_gpu_utilization_pct,peak_gpu_utilization_pct,mean_gpu_memory_utilization_pct,peak_gpu_memory_utilization_pct,execution_device,training_gradient_policy,training_gradient_strategy,training_gradient_family,training_numgrad_objective_calls_per_step,training_num_trainable_parameters,vqcsim_compile_policy,vqcsim_batch_policy,terminal_status,error_message,support_reason,extras,qasm3_path,qasm3_bound_path,qasm2_parameterized_path,qasm2_bound_path
2026-09-19T17:35:46Z,qaoa,16,vqcsim,inference,1,16,96,390,228,0.5846153846153846,4,statevector_no_measurement,0,sparse_irregular,sparse_irregular,"{""cx"": 228, ""u"": 162}",True,True,statevector,0.9999999999969376,4.109409382870124e-08,1.0040348762899859e-09,7.450580591719658e-09,,3,1,3,16.17625200015027,291.6082629999437,912.6976130000912,67.68063155565567,0.33890875269261533,"[68.03206099993986, 67.35581233351695, 67.65402133351017]",67.68063155565567,302.0,0.0,True,,21.024390243902438,22.0,0.0,0.0,cuda,,,,,,prepare_once,vectorized,ok,,,"{""circuit_reuse"": {""reused_from_archive"": false, ""reused_from_path"": null, ""reuse_fallback_reason"": null}, ""gpu_preflight"": {""guard_active"": true, ""snapshot"": {""available"": true, ""reason"": null, ""source"": ""torch.cuda.mem_get_info"", ""free_mb"": 15258.4375, ""total_mb"": 15839.375, ""used_mb"": 580.9375, ""device_index"": 0}, ""estimate_required_mb"": 512.9, ""budget_mb"": 13476.59375, ""free_mb"": 15258.4375, ""fraction"": 0.9, ""headroom_mb"": 256.0}, ""device"": ""cuda"", ""vqcsim_compile_policy"": ""prepare_once"", ""vqcsim_batch_policy"": ""vectorized"", ""gpu_post_prepare"": {""guard_active"": true, ""snapshot"": {""available"": true, ""reason"": null, ""source"": ""torch.cuda.mem_get_info"", ""free_mb"": 15256.4375, ""total_mb"": 15839.375, ""used_mb"": 582.9375, ""device_index"": 0}, ""free_mb"": 15256.4375, ""required_min_free_mb"": 256.0}, ""inference_output_mean"": 7.657945388928056e-10}",circuits/qaoa/qaoa_alg_size_16.qasm3,circuits/qaoa/qaoa_alg_size_16.bound.qasm3,circuits/qaoa/qaoa_alg_size_16.normalized.qasm,circuits/qaoa/qaoa_alg_size_16.normalized.bound.qasm
2026-09-19T17:35:48Z,qaoa,17,vqcsim,inference,1,17,117,489,292,0.5971370143149284,4,statevector_no_measurement,0,dense,dense,"{""cx"": 292, ""u"": 197}",True,True,statevector,0.9999999999963607,3.275337869946576e-08,5.195057847855135e-10,2.98023223902974e-08,,3,1,3,23.97027999995771,177.34893899978488,1112.849928000287,84.17841855548936,0.4187589683189612,"[84.16703133328458, 84.6027549999538, 83.7654693332297]",84.17841855548936,304.0,0.0,True,,17.607843137254903,25.0,0.0,0.0,cuda,,,,,,prepare_once,vectorized,ok,,,"{""circuit_reuse"": {""reused_from_archive"": false, ""reused_from_path"": null, ""reuse_fallback_reason"": null}, ""gpu_preflight"": {""guard_active"": true, ""snapshot"": {""available"": true, ""reason"": null, ""source"": ""torch.cuda.mem_get_info"", ""free_mb"": 15180.4375, ""total_mb"": 15839.375, ""used_mb"": 658.9375, ""device_index"": 0}, ""estimate_required_mb"": 513.8, ""budget_mb"": 13406.393750000001, ""free_mb"": 15180.4375, ""fraction"": 0.9, ""headroom_mb"": 256.0}, ""device"": ""cuda"", ""vqcsim_compile_policy"": ""prepare_once"", ""vqcsim_batch_policy"": ""vectorized"", ""gpu_post_prepare"": {""guard_active"": true, ""snapshot"": {""available"": true, ""reason"": null, ""source"": ""torch.cuda.mem_get_info"", ""free_mb"": 15180.4375, ""total_mb"": 15839.375, ""used_mb"": 658.9375, ""device_index"": 0}, ""free_mb"": 15180.4375, ""required_min_free_mb"": 256.0}, ""inference_output_mean"": 5.307168940427154e-11}",circuits/qaoa/qaoa_alg_size_17.qasm3,circuits/qaoa/qaoa_alg_size_17.bound.qasm3,circuits/qaoa/qaoa_alg_size_17.normalized.qasm,circuits/qaoa/qaoa_alg_size_17.normalized.bound.qasm
2026-09-19T17:35:50Z,qaoa,18,vqcsim,inference,1,18,120,492,292,0.5934959349593496,4,statevector_no_measurement,0,sparse_irregular,sparse_irregular,"{""cx"": 292, ""u"": 200}",True,True,statevector,0.9999999999963063,2.5370800991293198e-08,2.802071630281233e-10,2.9802322389213196e-08,,3,1,3,23.00590300001204,182.21108600027947,1141.186494000067,85.51658055562761,0.4616628149120108,"[85.02340933349235, 85.93843499996485, 85.58789733342564]",85.51658055562761,302.0,0.0,True,,31.0,31.0,0.0,0.0,cuda,,,,,,prepare_once,vectorized,ok,,,"{""circuit_reuse"": {""reused_from_archive"": false, ""reused_from_path"": null, ""reuse_fallback_reason"": null}, ""gpu_preflight"": {""guard_active"": true, ""snapshot"": {""available"": true, ""reason"": null, ""source"": ""torch.cuda.mem_get_info"", ""free_mb"": 15180.6875, ""total_mb"": 15839.375, ""used_mb"": 658.6875, ""device_index"": 0}, ""estimate_required_mb"": 515.6, ""budget_mb"": 13406.61875, ""free_mb"": 15180.6875, ""fraction"": 0.9, ""headroom_mb"": 256.0}, ""device"": ""cuda"", ""vqcsim_compile_policy"": ""prepare_once"", ""vqcsim_batch_policy"": ""vectorized"", ""gpu_post_prepare"": {""guard_active"": true, ""snapshot"": {""available"": true, ""reason"": null, ""source"": ""torch.cuda.mem_get_info"", ""free_mb"": 15180.6875, ""total_mb"": 15839.375, ""used_mb"": 658.6875, ""device_index"": 0}, ""free_mb"": 15180.6875, ""required_min_free_mb"": 256.0}, ""inference_output_mean"": -2.8990649880711317e-09}",circuits/qaoa/qaoa_alg_size_18.qasm3,circuits/qaoa/qaoa_alg_size_18.bound.qasm3,circuits/qaoa/qaoa_alg_size_18.normalized.qasm,circuits/qaoa/qaoa_alg_size_18.normalized.bound.qasm
2026-09-19T17:35:52Z,qaoa,19,vqcsim,inference,1,19,135,585,352,0.6017094017094017,4,statevector_no_measurement,0,dense,dense,"{""cx"": 352, ""u"": 233}",True,True,statevector,0.9999999999955205,2.2735557955504695e-08,1.8033736479564706e-10,2.421438693349723e-08,,3,1,3,29.720809000536974,220.0898999999481,1354.9445680000645,102.18232066664415,1.0263539054536632,"[103.01598733318922, 101.03599966654049, 102.49497500020273]",102.18232066664415,320.0,0.0,True,,35.935483870967744,42.0,0.0,0.0,cuda,,,,,,prepare_once,vectorized,ok,,,"{""circuit_reuse"": {""reused_from_archive"": false, ""reused_from_path"": null, ""reuse_fallback_reason"": null}, ""gpu_preflight"": {""guard_active"": true, ""snapshot"": {""available"": true, ""reason"": null, ""source"": ""torch.cuda.mem_get_info"", ""free_mb"": 15180.6875, ""total_mb"": 15839.375, ""used_mb"": 658.6875, ""device_index"": 0}, ""estimate_required_mb"": 519.2, ""budget_mb"": 13406.61875, ""free_mb"": 15180.6875, ""fraction"": 0.9, ""headroom_mb"": 256.0}, ""device"": ""cuda"", ""vqcsim_compile_policy"": ""prepare_once"", ""vqcsim_batch_policy"": ""vectorized"", ""gpu_post_prepare"": {""guard_active"": true, ""snapshot"": {""available"": true, ""reason"": null, ""source"": ""torch.cuda.mem_get_info"", ""free_mb"": 15180.6875, ""total_mb"": 15839.375, ""used_mb"": 658.6875, ""device_index"": 0}, ""free_mb"": 15180.6875, ""required_min_free_mb"": 256.0}, ""inference_output_mean"": 1.6673431524338866e-09}",circuits/qaoa/qaoa_alg_size_19.qasm3,circuits/qaoa/qaoa_alg_size_19.bound.qasm3,circuits/qaoa/qaoa_alg_size_19.normalized.qasm,circuits/qaoa/qaoa_alg_size_19.normalized.bound.qasm
2026-09-19T17:35:56Z,qaoa,20,vqcsim,inference,1,20,138,612,368,0.6013071895424836,4,statevector_no_measurement,0,sparse_irregular,sparse_irregular,"{""cx"": 368, ""u"": 244}",True,True,statevector,0.9999999999954632,1.7473563681261527e-08,1.2612458057725058e-10,1.8626451491225368e-08,,3,1,3,29.57991699986451,295.7248120001168,1766.0178619998987,134.7839516667793,0.38232084364169655,"[134.34266333357905, 135.01544399999452, 134.99374766676434]",134.7839516667793,340.0,0.0,True,,53.49382716049383,54.0,17.0,17.0,cuda,,,,,,prepare_once,vectorized,ok,,,"{""circuit_reuse"": {""reused_from_archive"": false, ""reused_from_path"": null, ""reuse_fallback_reason"": null}, ""gpu_preflight"": {""guard_active"": true, ""snapshot"": {""available"": true, ""reason"": null, ""source"": ""torch.cuda.mem_get_info"", ""free_mb"": 15180.6875, ""total_mb"": 15839.375, ""used_mb"": 658.6875, ""device_index"": 0}, ""estimate_required_mb"": 526.4, ""budget_mb"": 13406.61875, ""free_mb"": 15180.6875, ""fraction"": 0.9, ""headroom_mb"": 256.0}, ""device"": ""cuda"", ""vqcsim_compile_policy"": ""prepare_once"", ""vqcsim_batch_policy"": ""vectorized"", ""gpu_post_prepare"": {""guard_active"": true, ""snapshot"": {""available"": true, ""reason"": null, ""source"": ""torch.cuda.mem_get_info"", ""free_mb"": 15180.6875, ""total_mb"": 15839.375, ""used_mb"": 658.6875, ""device_index"": 0}, ""free_mb"": 15180.6875, ""required_min_free_mb"": 256.0}, ""inference_output_mean"": 2.3865140419410125e-10}",circuits/qaoa/qaoa_alg_size_20.qasm3,circuits/qaoa/qaoa_alg_size_20.bound.qasm3,circuits/qaoa/qaoa_alg_size_20.normalized.qasm,circuits/qaoa/qaoa_alg_size_20.normalized.bound.qasm
2026-09-19T17:36:02Z,qaoa,21,vqcsim,inference,1,21,135,663,400,0.6033182503770739,4,statevector_no_measurement,0,sparse_irregular,sparse_irregular,"{""cx"": 400, ""u"": 263}",True,True,statevector,0.9999999999950653,1.2900018379033594e-08,6.389989113098863e-11,2.98023223860148e-08,,3,1,3,31.477765000090585,471.6355979999207,2692.6706189997276,206.30887788886162,0.3260238563717804,"[206.67597766653975, 206.19757666675773, 206.05307933328731]",206.30887788886162,364.0,0.0,True,,61.61290322580645,69.0,21.870967741935484,24.0,cuda,,,,,,prepare_once,vectorized,ok,,,"{""circuit_reuse"": {""reused_from_archive"": false, ""reused_from_path"": null, ""reuse_fallback_reason"": null}, ""gpu_preflight"": {""guard_active"": true, ""snapshot"": {""available"": true, ""reason"": null, ""source"": ""torch.cuda.mem_get_info"", ""free_mb"": 15180.6875, ""total_mb"": 15839.375, ""used_mb"": 658.6875, ""device_index"": 0}, ""estimate_required_mb"": 540.8, ""budget_mb"": 13406.61875, ""free_mb"": 15180.6875, ""fraction"": 0.9, ""headroom_mb"": 256.0}, ""device"": ""cuda"", ""vqcsim_compile_policy"": ""prepare_once"", ""vqcsim_batch_policy"": ""vectorized"", ""gpu_post_prepare"": {""guard_active"": true, ""snapshot"": {""available"": true, ""reason"": null, ""source"": ""torch.cuda.mem_get_info"", ""free_mb"": 15184.6875, ""total_mb"": 15839.375, ""used_mb"": 654.6875, ""device_index"": 0}, ""free_mb"": 15184.6875, ""required_min_free_mb"": 256.0}, ""inference_output_mean"": 1.0200199573873192e-09}",circuits/qaoa/qaoa_alg_size_21.qasm3,circuits/qaoa/qaoa_alg_size_21.bound.qasm3,circuits/qaoa/qaoa_alg_size_21.normalized.qasm,circuits/qaoa/qaoa_alg_size_21.normalized.bound.qasm
2026-09-19T17:36:18Z,qaoa,22,vqcsim,inference,1,22,156,828,508,0.6135265700483091,4,statevector_no_measurement,0,dense,dense,"{""cx"": 508, ""u"": 320}",True,True,statevector,0.9999999999937635,1.051852376596901e-08,4.333567913849032e-11,4.4703483582166385e-08,,3,1,3,33.35673099991254,1065.2739170000132,6088.531239000076,467.82545488885165,0.8035850716982884,"[468.73914333324745, 467.22850700007257, 467.5087143332348]",467.82545488885165,428.0,0.0,True,,81.48387096774194,84.0,57.48028673835125,60.0,cuda,,,,,,prepare_once,vectorized,ok,,,"{""circuit_reuse"": {""reused_from_archive"": false, ""reused_from_path"": null, ""reuse_fallback_reason"": null}, ""gpu_preflight"": {""guard_active"": true, ""snapshot"": {""available"": true, ""reason"": null, ""source"": ""torch.cuda.mem_get_info"", ""free_mb"": 15184.6875, ""total_mb"": 15839.375, ""used_mb"": 654.6875, ""device_index"": 0}, ""estimate_required_mb"": 569.6, ""budget_mb"": 13410.21875, ""free_mb"": 15184.6875, ""fraction"": 0.9, ""headroom_mb"": 256.0}, ""device"": ""cuda"", ""vqcsim_compile_policy"": ""prepare_once"", ""vqcsim_batch_policy"": ""vectorized"", ""gpu_post_prepare"": {""guard_active"": true, ""snapshot"": {""available"": true, ""reason"": null, ""source"": ""torch.cuda.mem_get_info"", ""free_mb"": 15184.6875, ""total_mb"": 15839.375, ""used_mb"": 654.6875, ""device_index"": 0}, ""free_mb"": 15184.6875, ""required_min_free_mb"": 256.0}, ""inference_output_mean"": 5.162622551679874e-10}",circuits/qaoa/qaoa_alg_size_22.qasm3,circuits/qaoa/qaoa_alg_size_22.bound.qasm3,circuits/qaoa/qaoa_alg_size_22.normalized.qasm,circuits/qaoa/qaoa_alg_size_22.normalized.bound.qasm
2026-09-19T17:37:00Z,qaoa,23,vqcsim,inference,1,23,162,783,476,0.6079182630906769,4,statevector_no_measurement,0,sparse_irregular,sparse_irregular,"{""cx"": 476, ""u"": 307}",True,True,statevector,0.9999999999939645,6.91584050764512e-09,1.74403695034597e-11,1.415610316052307e-07,,3,1,3,30.727088000276126,2008.8882099998955,11396.02357900003,876.6132163332763,0.48883743821959447,"[877.112147666594, 876.1351403333416, 876.5923609998936]",876.6132163332763,556.0,0.0,True,,90.5,92.0,67.57088122605364,70.0,cuda,,,,,,prepare_once,vectorized,ok,,,"{""circuit_reuse"": {""reused_from_archive"": false, ""reused_from_path"": null, ""reuse_fallback_reason"": null}, ""gpu_preflight"": {""guard_active"": true, ""snapshot"": {""available"": true, ""reason"": null, ""source"": ""torch.cuda.mem_get_info"", ""free_mb"": 15184.6875, ""total_mb"": 15839.375, ""used_mb"": 654.6875, ""device_index"": 0}, ""estimate_required_mb"": 627.2, ""budget_mb"": 13410.21875, ""free_mb"": 15184.6875, ""fraction"": 0.9, ""headroom_mb"": 256.0}, ""device"": ""cuda"", ""vqcsim_compile_policy"": ""prepare_once"", ""vqcsim_batch_policy"": ""vectorized"", ""gpu_post_prepare"": {""guard_active"": true, ""snapshot"": {""available"": true, ""reason"": null, ""source"": ""torch.cuda.mem_get_info"", ""free_mb"": 15185.75, ""total_mb"": 15839.375, ""used_mb"": 653.625, ""device_index"": 0}, ""free_mb"": 15185.75, ""required_min_free_mb"": 256.0}, ""inference_output_mean"": -1.850821718107909e-09}",circuits/qaoa/qaoa_alg_size_23.qasm3,circuits/qaoa/qaoa_alg_size_23.bound.qasm3,circuits/qaoa/qaoa_alg_size_23.normalized.qasm,circuits/qaoa/qaoa_alg_size_23.normalized.bound.qasm
2026-09-19T17:38:19Z,qaoa,24,vqcsim,inference,1,24,177,870,532,0.6114942528735632,4,statevector_no_measurement,0,sparse_irregular,sparse_irregular,"{""cx"": 532, ""u"": 338}",True,True,statevector,0.9999999999933246,5.615631833045464e-09,1.0588049081086154e-11,2.086744474742372e-08,,3,1,3,26.538399999481044,4499.251436999657,24259.733214000335,1864.0557702223707,5.136207193430918,"[1863.956581666874, 1858.969875666844, 1869.2408533333946]",1864.0557702223707,812.0,0.0,True,,95.00271002710028,96.0,71.75971093044264,75.0,cuda,,,,,,prepare_once,vectorized,ok,,,"{""circuit_reuse"": {""reused_from_archive"": false, ""reused_from_path"": null, ""reuse_fallback_reason"": null}, ""gpu_preflight"": {""guard_active"": true, ""snapshot"": {""available"": true, ""reason"": null, ""source"": ""torch.cuda.mem_get_info"", ""free_mb"": 15185.75, ""total_mb"": 15839.375, ""used_mb"": 653.625, ""device_index"": 0}, ""estimate_required_mb"": 742.4, ""budget_mb"": 13411.175000000001, ""free_mb"": 15185.75, ""fraction"": 0.9, ""headroom_mb"": 256.0}, ""device"": ""cuda"", ""vqcsim_compile_policy"": ""prepare_once"", ""vqcsim_batch_policy"": ""vectorized"", ""gpu_post_prepare"": {""guard_active"": true, ""snapshot"": {""available"": true, ""reason"": null, ""source"": ""torch.cuda.mem_get_info"", ""free_mb"": 14746.125, ""total_mb"": 15839.375, ""used_mb"": 1093.25, ""device_index"": 0}, ""free_mb"": 14746.125, ""required_min_free_mb"": 256.0}, ""inference_output_mean"": 1.3555261080266945e-10}",circuits/qaoa/qaoa_alg_size_24.qasm3,circuits/qaoa/qaoa_alg_size_24.bound.qasm3,circuits/qaoa/qaoa_alg_size_24.normalized.qasm,circuits/qaoa/qaoa_alg_size_24.normalized.bound.qasm
2026-09-19T17:41:28Z,qnn,16,vqcsim,inference,1,16,22,111,15,0.13513513513513514,48,terminal_basis_measurement,16,line_like,line_like,"{""cx"": 15, ""u"": 96}",True,True,statevector,0.9999999999998017,3.841771588663597e-08,5.3903932975205016e-09,3.216907411562886e-07,,3,1,3,6.267102999117924,71.35765099974378,384.98701399930724,27.557890333405847,0.06644253922176623,"[27.621061333472124, 27.56400999987818, 27.48859966686723]",27.557890333405847,302.0,0.0,True,,36.0,36.0,29.0,29.0,cuda,,,,,,prepare_once,vectorized,ok,,,"{""circuit_reuse"": {""reused_from_archive"": false, ""reused_from_path"": null, ""reuse_fallback_reason"": null}, ""gpu_preflight"": {""guard_active"": true, ""snapshot"": {""available"": true, ""reason"": null, ""source"": ""torch.cuda.mem_get_info"", ""free_mb"": 15110.875, ""total_mb"": 15839.375, ""used_mb"": 728.5, ""device_index"": 0}, ""estimate_required_mb"": 512.9, ""budget_mb"": 13343.7875, ""free_mb"": 15110.875, ""fraction"": 0.9, ""headroom_mb"": 256.0}, ""device"": ""cuda"", ""vqcsim_compile_policy"": ""prepare_once"", ""vqcsim_batch_policy"": ""vectorized"", ""gpu_post_prepare"": {""guard_active"": true, ""snapshot"": {""available"": true, ""reason"": null, ""source"": ""torch.cuda.mem_get_info"", ""free_mb"": 15110.875, ""total_mb"": 15839.375, ""used_mb"": 728.5, ""device_index"": 0}, ""free_mb"": 15110.875, ""required_min_free_mb"": 256.0}, ""inference_output_mean"": -0.06768068671226501}",circuits/qnn/qnn_alg_size_16.qasm3,circuits/qnn/qnn_alg_size_16.bound.qasm3,circuits/qnn/qnn_alg_size_16.normalized.qasm,circuits/qnn/qnn_alg_size_16.normalized.bound.qasm
