source,runtime_semantics,observation_unit,target_name,family,circuit_variant,family_depth_multiplier,family_depth_parameter,num_qubits,logical_depth,logical_total_gate_count,logical_single_qubit_gate_count,logical_two_qubit_gate_count,precision,optimizer_cost_function,cutensornet_runtime_est_s,cutensornet_effective_flops_est,cutensornet_flop_count,cutensornet_largest_intermediate_elements,cutensornet_num_slices,tensor_network_build_s,path_optimization_s,first_contract_gpu_s,contract_gpu_median_s,contract_gpu_mean_s,contract_gpu_min_s,contract_gpu_max_s,contract_gpu_stdev_s,end_to_end_first_s,warmups,repeats,seed,gpu_name,gpu_compute_capability,gpu_memory_bytes,feasibility_status,cell_timeout_s
cutensornet,T_sim_contract: local GPU tensor-network scalar contraction,one circuit-derived tensor-network contraction plan,contract_gpu_median_s,random_brickwork,layers_16,2.0,16,20,48,792,640,152,complex64,TIME_TUNED,0.008313360004650001,166267200093.00003,29771704.0,32768.0,1,0.013220195000030799,0.3498730080000314,0.022970848083496094,0.001703552007675171,0.0017806464195251465,0.001675104022026062,0.0020904960632324218,0.00017517400681639055,0.6462342060837546,2,5,42,NVIDIA GeForce RTX 5070 Ti,12.0,16608788480,ok,60.0
cutensornet,T_sim_contract: local GPU tensor-network scalar contraction,one circuit-derived tensor-network contraction plan,contract_gpu_median_s,random_brickwork,layers_4,0.5,4,24,12,238,192,46,complex64,TIME_TUNED,0.00285002099825,57000419965.0,10440.0,32.0,1,0.005163445000107458,0.036854728999969666,0.002480576038360596,0.0005416640043258667,0.0005392768144607544,0.000510528028011322,0.0005630720257759095,1.8812468871986178e-05,0.3017225870387483,2,5,42,NVIDIA GeForce RTX 5070 Ti,12.0,16608788480,ok,60.0
cutensornet,T_sim_contract: local GPU tensor-network scalar contraction,one circuit-derived tensor-network contraction plan,contract_gpu_median_s,random_brickwork,layers_8,1.0,8,24,24,476,384,92,complex64,TIME_TUNED,0.00523007650825,104601530165.0,76040.0,128.0,1,0.008535678000043845,0.10609265899984166,0.0031304640769958497,0.0010124160051345826,0.0010328511953353883,0.0009943360090255737,0.0011427839994430542,6.225651654546197e-05,0.373588633076899,2,5,42,NVIDIA GeForce RTX 5070 Ti,12.0,16608788480,ok,60.0
cutensornet,T_sim_contract: local GPU tensor-network scalar contraction,one circuit-derived tensor-network contraction plan,contract_gpu_median_s,random_brickwork,layers_16,2.0,16,24,48,952,768,184,complex64,TIME_TUNED,0.009994675672090001,199893513441.80002,45600840.0,65536.0,1,0.015982738999809953,0.32819542800007184,0.024931488037109376,0.0022718400955200196,0.0022664832115173337,0.0020635519027709963,0.002428352117538452,0.00013892173452992134,0.6334693020367559,2,5,42,NVIDIA GeForce RTX 5070 Ti,12.0,16608788480,ok,60.0
cutensornet,T_sim_contract: local GPU tensor-network scalar contraction,one circuit-derived tensor-network contraction plan,contract_gpu_median_s,random_brickwork,layers_4,0.5,4,28,12,278,224,54,complex64,TIME_TUNED,0.00333002461225,66600492245.0,12248.0,32.0,1,0.005532619999939925,0.04341942400060361,0.002722559928894043,0.0007264639735221863,0.0007936895847320557,0.0007048959732055664,0.0009574080109596252,0.00011473172915296581,0.3085602339289253,2,5,42,NVIDIA GeForce RTX 5070 Ti,12.0,16608788480,ok,60.0
cutensornet,T_sim_contract: local GPU tensor-network scalar contraction,one circuit-derived tensor-network contraction plan,contract_gpu_median_s,random_brickwork,layers_8,1.0,8,28,24,556,448,108,complex64,TIME_TUNED,0.00611009114625,122201822925.0,92952.0,128.0,1,0.009774672000276041,0.11894246999963798,0.00340502405166626,0.0011809279918670655,0.0012179520130157471,0.0011666879653930665,0.001381152033805847,9.174806165978645e-05,0.3882741450512767,2,5,42,NVIDIA GeForce RTX 5070 Ti,12.0,16608788480,ok,60.0
cutensornet,T_sim_contract: local GPU tensor-network scalar contraction,one circuit-derived tensor-network contraction plan,contract_gpu_median_s,random_brickwork,layers_16,2.0,16,28,48,1112,896,216,complex64,TIME_TUNED,0.01167879522977,233575904595.40002,70728280.0,65536.0,1,0.0182364559996131,0.4323581369999374,0.025519392013549805,0.0025409920215606688,0.0025501631736755373,0.002325311899185181,0.002766752004623413,0.00018792752209363894,0.7347761960133284,2,5,42,NVIDIA GeForce RTX 5070 Ti,12.0,16608788480,ok,60.0
cutensornet,T_sim_contract: local GPU tensor-network scalar contraction,one circuit-derived tensor-network contraction plan,contract_gpu_median_s,random_brickwork,layers_4,0.5,4,30,12,298,240,58,complex64,TIME_TUNED,0.00357002641925,71400528385.0,13152.0,32.0,1,0.005903771999328455,0.04667416900065291,0.002794559955596924,0.0006775680184364319,0.0006808767914772034,0.0006660479903221131,0.0007041919827461242,1.4232076356785017e-05,0.314502364955566,2,5,42,NVIDIA GeForce RTX 5070 Ti,12.0,16608788480,ok,60.0
cutensornet,T_sim_contract: local GPU tensor-network scalar contraction,one circuit-derived tensor-network contraction plan,contract_gpu_median_s,random_brickwork,layers_8,1.0,8,30,24,596,480,116,complex64,TIME_TUNED,0.00655009950525,131001990105.0,99232.0,128.0,1,0.010454823000145552,0.1366173139995226,0.003993887901306153,0.001255295991897583,0.0012876479864120482,0.0012352639436721802,0.0014229120016098023,7.706430997496715e-05,0.41158525790116984,2,5,42,NVIDIA GeForce RTX 5070 Ti,12.0,16608788480,ok,60.0
cutensornet,T_sim_contract: local GPU tensor-network scalar contraction,one circuit-derived tensor-network contraction plan,contract_gpu_median_s,random_brickwork,layers_16,2.0,16,30,48,1192,960,232,complex64,TIME_TUNED,0.012518293526050004,250365870521.00006,63236320.0,32768.0,1,0.019975819000137562,0.4507340860000113,0.02560246467590332,0.0025785279273986814,0.0026183167934417722,0.0025362560749053954,0.002745919942855835,9.587007833878667e-05,0.7562319186762397,2,5,42,NVIDIA GeForce RTX 5070 Ti,12.0,16608788480,ok,60.0
cutensornet,T_sim_contract: local GPU tensor-network scalar contraction,one circuit-derived tensor-network contraction plan,contract_gpu_median_s,qft,full,1.0,1,16,31,136,16,120,complex64,TIME_TUNED,0.00167050510525,33410102105.0,1766032.0,8192.0,1,0.02715488000012556,0.1690647360001094,0.017667104721069336,0.0004354560077190399,0.0004374336004257202,0.0004308800101280212,0.00044950398802757265,7.5508864496468285e-06,0.4673417827206795,2,5,42,NVIDIA GeForce RTX 5070 Ti,12.0,16608788480,ok,60.0
cutensornet,T_sim_contract: local GPU tensor-network scalar contraction,one circuit-derived tensor-network contraction plan,contract_gpu_median_s,qft,full,1.0,1,20,39,210,20,190,complex64,TIME_TUNED,0.00249515626205,49903125241.0,56768432.0,65536.0,1,0.030010896000021603,0.28577807700003177,0.02187868881225586,0.0006956160068511963,0.0006997568011283874,0.0006917120218276978,0.0007115839719772338,9.020671626708274e-06,0.5900084848122497,2,5,42,NVIDIA GeForce RTX 5070 Ti,12.0,16608788480,ok,60.0
cutensornet,T_sim_contract: local GPU tensor-network scalar contraction,one circuit-derived tensor-network contraction plan,contract_gpu_median_s,qft,full,1.0,1,24,47,300,24,276,complex64,TIME_TUNED,0.003527929242850001,70558584857.00002,764527600.0,524288.0,1,0.0338112050003474,0.3238583070005916,0.023733535766601564,0.0011281919479370116,0.0011175296068191528,0.0010970560312271117,0.0011334079504013062,1.8190687982316353e-05,0.638000795767417,2,5,42,NVIDIA GeForce RTX 5070 Ti,12.0,16608788480,ok,60.0
cutensornet,T_sim_contract: local GPU tensor-network scalar contraction,one circuit-derived tensor-network contraction plan,contract_gpu_median_s,qft,full,1.0,1,28,55,406,28,378,complex64,TIME_TUNED,0.005616734425250001,112334688505.00002,15268041392.0,4194304.0,1,0.03861172200049623,0.46764164799969876,0.025405183792114257,0.005590591907501221,0.005423980712890625,0.005066815853118896,0.00570908784866333,0.0003015155161101422,0.7915926417919908,2,5,42,NVIDIA GeForce RTX 5070 Ti,12.0,16608788480,ok,60.0
cutensornet,T_sim_contract: local GPU tensor-network scalar contraction,one circuit-derived tensor-network contraction plan,contract_gpu_median_s,qft,full,1.0,1,30,59,465,30,435,complex64,TIME_TUNED,0.00638521258941,127704251788.20001,11287968496.0,8388608.0,1,0.03940673800025252,0.46834216699971876,0.0266060791015625,0.00607916784286499,0.006095219135284424,0.005877151966094971,0.006319647789001465,0.00016980222409734085,0.7890858071011244,2,5,42,NVIDIA GeForce RTX 5070 Ti,12.0,16608788480,ok,60.0
