circuit_id,family,source_file,source_sha256,backend_class,backend_name,optimization_level,shots,seed_transpiler,seed_simulator,logical_width,logical_depth,logical_ops,logical_two_qubit_ops,physical_width,physical_depth,physical_ops,physical_two_qubit_ops,swap_count,dag_node_count,t_transpile_s,t_exec_s,t_total_s,status,error
dj::dj_indep_qiskit_2,dj,data/quantum_circuits/dj_indep_qiskit_2.qasm,242786b0f7d73c715a317cbdc0725596836f08d98ecd6eb06b3b4ac4f3f563fb,FakeWashingtonV2,fake_washington,3,1024,1234,1234,2,4,6,1,127,7,11,1,0,11,0.007451011000739527,0.5412364109997725,0.548687422000512,ok,
dj::dj_indep_qiskit_3,dj,data/quantum_circuits/dj_indep_qiskit_3.qasm,bc8cb33a3a242fb3ab35191a36313674faaca8fe1839cfa05d79788052424d1d,FakeWashingtonV2,fake_washington,0,1024,1234,1234,3,5,10,2,127,12,23,5,0,23,0.0048881349994189804,0.6444058360011695,0.6492939710005885,ok,
dj::dj_indep_qiskit_3,dj,data/quantum_circuits/dj_indep_qiskit_3.qasm,bc8cb33a3a242fb3ab35191a36313674faaca8fe1839cfa05d79788052424d1d,FakeWashingtonV2,fake_washington,1,1024,1234,1234,3,5,10,2,127,9,20,2,0,20,0.0053521139998338185,0.5393475290002243,0.5446996430000581,ok,
dj::dj_indep_qiskit_3,dj,data/quantum_circuits/dj_indep_qiskit_3.qasm,bc8cb33a3a242fb3ab35191a36313674faaca8fe1839cfa05d79788052424d1d,FakeWashingtonV2,fake_washington,2,1024,1234,1234,3,5,10,2,127,8,18,2,0,18,0.007756754999718396,0.6405663140012621,0.6483230690009805,ok,
dj::dj_indep_qiskit_3,dj,data/quantum_circuits/dj_indep_qiskit_3.qasm,bc8cb33a3a242fb3ab35191a36313674faaca8fe1839cfa05d79788052424d1d,FakeWashingtonV2,fake_washington,3,1024,1234,1234,3,5,10,2,127,8,18,2,0,18,0.008996260001367773,0.6632542169991211,0.6722504770004889,ok,
dj::dj_indep_qiskit_4,dj,data/quantum_circuits/dj_indep_qiskit_4.qasm,3e4560adf43b5c5102bf22f235abcb9dd2ed5e34930cdb929a128226f96e4ea5,FakeWashingtonV2,fake_washington,0,1024,1234,1234,4,6,14,3,127,19,37,12,0,37,0.005531786000574357,0.536105402999965,0.5416371890005394,ok,
dj::dj_indep_qiskit_4,dj,data/quantum_circuits/dj_indep_qiskit_4.qasm,3e4560adf43b5c5102bf22f235abcb9dd2ed5e34930cdb929a128226f96e4ea5,FakeWashingtonV2,fake_washington,1,1024,1234,1234,4,6,14,3,127,10,28,3,0,28,0.005854810000528232,0.6390108809991943,0.6448656909997226,ok,
dj::dj_indep_qiskit_4,dj,data/quantum_circuits/dj_indep_qiskit_4.qasm,3e4560adf43b5c5102bf22f235abcb9dd2ed5e34930cdb929a128226f96e4ea5,FakeWashingtonV2,fake_washington,2,1024,1234,1234,4,6,14,3,127,9,25,3,0,25,0.008578237999245175,0.5443635270003142,0.5529417649995594,ok,
dj::dj_indep_qiskit_4,dj,data/quantum_circuits/dj_indep_qiskit_4.qasm,3e4560adf43b5c5102bf22f235abcb9dd2ed5e34930cdb929a128226f96e4ea5,FakeWashingtonV2,fake_washington,3,1024,1234,1234,4,6,14,3,127,9,25,3,0,25,0.008585683001001598,0.6402278950008622,0.6488135780018638,ok,
ghz::ghz_indep_qiskit_2,ghz,data/quantum_circuits/ghz_indep_qiskit_2.qasm,fcd9497c7764bb185a96cc8b6d1c7878851e9b87e64de7ebf47aa1d16eb3ee0a,FakeWashingtonV2,fake_washington,0,1024,1234,1234,2,3,5,1,127,5,7,1,0,7,0.0037711010008933954,0.542932586000461,0.5467036870013544,ok,
ghz::ghz_indep_qiskit_2,ghz,data/quantum_circuits/ghz_indep_qiskit_2.qasm,fcd9497c7764bb185a96cc8b6d1c7878851e9b87e64de7ebf47aa1d16eb3ee0a,FakeWashingtonV2,fake_washington,1,1024,1234,1234,2,3,5,1,127,5,7,1,0,7,0.00512577900008182,0.6681370259993855,0.6732628049994673,ok,
ghz::ghz_indep_qiskit_2,ghz,data/quantum_circuits/ghz_indep_qiskit_2.qasm,fcd9497c7764bb185a96cc8b6d1c7878851e9b87e64de7ebf47aa1d16eb3ee0a,FakeWashingtonV2,fake_washington,2,1024,1234,1234,2,3,5,1,127,5,7,1,0,7,0.0074411500008864095,0.5495970960000705,0.5570382460009569,ok,
ghz::ghz_indep_qiskit_2,ghz,data/quantum_circuits/ghz_indep_qiskit_2.qasm,fcd9497c7764bb185a96cc8b6d1c7878851e9b87e64de7ebf47aa1d16eb3ee0a,FakeWashingtonV2,fake_washington,3,1024,1234,1234,2,3,5,1,127,5,7,1,0,7,0.01068316400051117,0.6341924570006086,0.6448756210011197,ok,
ghz::ghz_indep_qiskit_3,ghz,data/quantum_circuits/ghz_indep_qiskit_3.qasm,7344fd4d264c475e52edca02e3426225c78af7ed0bdaae137741a04685725a5d,FakeWashingtonV2,fake_washington,0,1024,1234,1234,3,4,7,2,127,6,9,2,0,9,0.0053596859997924184,0.5310779489991546,0.536437634998947,ok,
ghz::ghz_indep_qiskit_3,ghz,data/quantum_circuits/ghz_indep_qiskit_3.qasm,7344fd4d264c475e52edca02e3426225c78af7ed0bdaae137741a04685725a5d,FakeWashingtonV2,fake_washington,1,1024,1234,1234,3,4,7,2,127,6,9,2,0,9,0.005499950999364955,0.6343303370013018,0.6398302880006668,ok,
ghz::ghz_indep_qiskit_3,ghz,data/quantum_circuits/ghz_indep_qiskit_3.qasm,7344fd4d264c475e52edca02e3426225c78af7ed0bdaae137741a04685725a5d,FakeWashingtonV2,fake_washington,2,1024,1234,1234,3,4,7,2,127,6,9,2,0,9,0.007454516000507283,0.5309595960006845,0.5384141120011918,ok,
ghz::ghz_indep_qiskit_3,ghz,data/quantum_circuits/ghz_indep_qiskit_3.qasm,7344fd4d264c475e52edca02e3426225c78af7ed0bdaae137741a04685725a5d,FakeWashingtonV2,fake_washington,3,1024,1234,1234,3,4,7,2,127,6,9,2,0,9,0.00934597500054224,0.6513908929991885,0.6607368679997307,ok,
ghz::ghz_indep_qiskit_4,ghz,data/quantum_circuits/ghz_indep_qiskit_4.qasm,01bfdd8291d6badf1219dd3bf6d7e12559976b8ccb3e67d2548e729dc0c0dc82,FakeWashingtonV2,fake_washington,0,1024,1234,1234,4,5,9,3,127,7,11,3,0,11,0.0038738759994885186,0.5451148369993462,0.5489887129988347,ok,
ghz::ghz_indep_qiskit_4,ghz,data/quantum_circuits/ghz_indep_qiskit_4.qasm,01bfdd8291d6badf1219dd3bf6d7e12559976b8ccb3e67d2548e729dc0c0dc82,FakeWashingtonV2,fake_washington,1,1024,1234,1234,4,5,9,3,127,7,11,3,0,11,0.0053041089995531365,0.6265546809991065,0.6318587899986596,ok,
ghz::ghz_indep_qiskit_4,ghz,data/quantum_circuits/ghz_indep_qiskit_4.qasm,01bfdd8291d6badf1219dd3bf6d7e12559976b8ccb3e67d2548e729dc0c0dc82,FakeWashingtonV2,fake_washington,2,1024,1234,1234,4,5,9,3,127,7,11,3,0,11,0.007041320999633172,0.5308090519993129,0.5378503729989461,ok,
ghz::ghz_indep_qiskit_4,ghz,data/quantum_circuits/ghz_indep_qiskit_4.qasm,01bfdd8291d6badf1219dd3bf6d7e12559976b8ccb3e67d2548e729dc0c0dc82,FakeWashingtonV2,fake_washington,3,1024,1234,1234,4,5,9,3,127,7,11,3,0,11,0.009249967999494402,0.6220664060001582,0.6313163739996526,ok,
graphstate::graphstate_indep_qiskit_3,graphstate,data/quantum_circuits/graphstate_indep_qiskit_3.qasm,51e3c5bc60da502bf92a6ed65a7c728a8b957b427652ac8fdaa002b9afc50d40,FakeWashingtonV2,fake_washington,0,1024,1234,1234,3,5,10,3,127,28,37,6,0,37,0.006853758999568527,0.5301634540010127,0.5370172130005813,ok,
graphstate::graphstate_indep_qiskit_3,graphstate,data/quantum_circuits/graphstate_indep_qiskit_3.qasm,51e3c5bc60da502bf92a6ed65a7c728a8b957b427652ac8fdaa002b9afc50d40,FakeWashingtonV2,fake_washington,1,1024,1234,1234,3,5,10,3,127,15,19,6,0,19,0.007906030999947689,0.6335776619998796,0.6414836929998273,ok,
graphstate::graphstate_indep_qiskit_3,graphstate,data/quantum_circuits/graphstate_indep_qiskit_3.qasm,51e3c5bc60da502bf92a6ed65a7c728a8b957b427652ac8fdaa002b9afc50d40,FakeWashingtonV2,fake_washington,2,1024,1234,1234,3,5,10,3,127,15,22,6,0,22,0.009332652000011876,0.5294216549991688,0.5387543069991807,ok,
graphstate::graphstate_indep_qiskit_3,graphstate,data/quantum_circuits/graphstate_indep_qiskit_3.qasm,51e3c5bc60da502bf92a6ed65a7c728a8b957b427652ac8fdaa002b9afc50d40,FakeWashingtonV2,fake_washington,3,1024,1234,1234,3,5,10,3,127,15,22,6,0,22,0.009834890999627532,0.6243395679994137,0.6341744589990412,ok,
